comment;string
offsetx;int
offsetx_bottom;float
offsetx_mid;float
offsetx_top;float
offsety;int
offsety_bottom;float
offsety_mid;float
offsety_top;float
scalex_bottom;float
scalex_mid;float
scalex_top;float
scaley_bottom;float
scaley_mid;float
scaley_top;float
sector;int
texturebottom;string
texturemiddle;string
texturetop;string
